"","kegg_id","path","mono_mass","biofluids","diseases"
"2154","C00157","hmdb/HMDB07869.xml","705.530854925","
  ",""
"2155","C00157","hmdb/HMDB07870.xml","703.515204861","
  ",""
"2156","C00157","hmdb/HMDB07871.xml","733.562155053","Urine",""
"2157","C00157","hmdb/HMDB07872.xml","731.546504989","Urine",""
"2158","C00157","hmdb/HMDB07873.xml","731.546504989","Urine",""
"2159","C00157","hmdb/HMDB07874.xml","729.530854925","Urine",""
"2160","C00157","hmdb/HMDB07875.xml","727.515204861","Urine",""
"2161","C00157","hmdb/HMDB07876.xml","727.515204861","Urine",""
"2162","C00157","hmdb/HMDB07877.xml","725.499554797","
  ",""
"2163","C00157","hmdb/HMDB07878.xml","761.593455181","
  ",""
"2164","C00157","hmdb/HMDB07879.xml","759.577805117","Urine",""
"2165","C00157","hmdb/HMDB07880.xml","757.562155053","Urine",""
"2166","C00157","hmdb/HMDB07881.xml","755.546504989","Urine",""
"2167","C00157","hmdb/HMDB07882.xml","755.546504989","Urine",""
"2168","C00157","hmdb/HMDB07883.xml","753.530854925","Urine",""
"2169","C00157","hmdb/HMDB07884.xml","753.530854925","Urine",""
"2170","C00157","hmdb/HMDB07885.xml","751.515204861","
  ",""
"2171","C00157","hmdb/HMDB07886.xml","789.624755309","
  ",""
"2172","C00157","hmdb/HMDB07887.xml","787.609105245","Urine",""
"2173","C00157","hmdb/HMDB07888.xml","785.593455181","Urine",""
"2174","C00157","hmdb/HMDB07889.xml","781.562155053","Urine",""
"2175","C00157","hmdb/HMDB07890.xml","779.546504989","Urine",""
"2176","C00157","hmdb/HMDB07891.xml","779.546504989","
  ",""
"2177","C00157","hmdb/HMDB07892.xml","777.530854925","Urine",""
"2178","C00157","hmdb/HMDB07893.xml","817.656055437","
  ",""
"2179","C00157","hmdb/HMDB07894.xml","815.640405373","Urine",""
"2180","C00157","hmdb/HMDB07895.xml","689.535940303","
  ",""
"2181","C00157","hmdb/HMDB07896.xml","717.567240431","Urine",""
"2182","C00157","hmdb/HMDB07897.xml","715.551590367","Urine",""
"2183","C00157","hmdb/HMDB07898.xml","715.551590367","Urine",""
"2184","C00157","hmdb/HMDB07899.xml","675.483904733","Urine",""
"2185","C00157","hmdb/HMDB07900.xml","673.468254669","
  ",""
"2186","C00157","hmdb/HMDB07901.xml","689.499554797","
  ",""
"2187","C00157","hmdb/HMDB07902.xml","703.515204861","
  ",""
"2188","C00157","hmdb/HMDB07903.xml","701.499554797","Urine",""
"2189","C00157","hmdb/HMDB07904.xml","731.546504989","Urine",""
"2190","C00157","hmdb/HMDB07905.xml","729.530854925","
  ",""
"2191","C00157","hmdb/HMDB07906.xml","729.530854925","
  ",""
"2192","C00157","hmdb/HMDB07907.xml","727.515204861","Urine",""
"2193","C00157","hmdb/HMDB07908.xml","725.499554797","
  ",""
"2194","C00157","hmdb/HMDB07909.xml","725.499554797","
  ",""
"2195","C00157","hmdb/HMDB07910.xml","723.483904733","
  ",""
"2196","C00157","hmdb/HMDB07911.xml","759.577805117","Urine",""
"2197","C00157","hmdb/HMDB07912.xml","757.562155053","Urine",""
"2198","C00157","hmdb/HMDB07913.xml","755.546504989","Urine",""
"2199","C00157","hmdb/HMDB07914.xml","753.530854925","Urine",""
"2200","C00157","hmdb/HMDB07915.xml","753.530854925","Urine",""
"2201","C00157","hmdb/HMDB07916.xml","751.515204861","
  ",""
"2202","C00157","hmdb/HMDB07917.xml","751.515204861","
  ",""
"2203","C00157","hmdb/HMDB07918.xml","749.499554797","
  ",""
"2204","C00157","hmdb/HMDB07919.xml","787.609105245","Urine",""
"2205","C00157","hmdb/HMDB07920.xml","785.593455181","Urine",""
"2206","C00157","hmdb/HMDB07921.xml","783.577805117","Urine",""
"2207","C00157","hmdb/HMDB07922.xml","779.546504989","
  ",""
"2208","C00157","hmdb/HMDB07923.xml","777.530854925","Urine",""
"2209","C00157","hmdb/HMDB07924.xml","777.530854925","Urine",""
"2210","C00157","hmdb/HMDB07925.xml","775.515204861","
  ",""
"2211","C00157","hmdb/HMDB07926.xml","815.640405373","
  ",""
"2212","C00157","hmdb/HMDB07927.xml","813.624755309","
  ",""
"2213","C00157","hmdb/HMDB07928.xml","687.520290239","
  ",""
"2214","C00157","hmdb/HMDB07929.xml","715.551590367","Urine",""
"2215","C00157","hmdb/HMDB07930.xml","713.535940303","
  ",""
"2216","C00157","hmdb/HMDB07931.xml","713.535940303","
  ",""
"2217","C00157","hmdb/HMDB07932.xml","691.515204861","
  ",""
"2218","C00157","hmdb/HMDB07933.xml","689.499554797","
  ",""
"2219","C00157","hmdb/HMDB07934.xml","705.530854925","
  ",""
"2220","C00157","hmdb/HMDB07935.xml","719.546504989","
  ",""
"2221","C00157","hmdb/HMDB07936.xml","717.530854925","
  ",""
"2222","C00157","hmdb/HMDB07937.xml","747.577805117","
  ",""
"2223","C00157","hmdb/HMDB07938.xml","745.562155053","
  ",""
"2224","C00157","hmdb/HMDB07939.xml","745.562155053","
  ",""
"2225","C00157","hmdb/HMDB07940.xml","743.546504989","
  ",""
"2226","C00157","hmdb/HMDB07941.xml","741.530854925","
  ",""
"2227","C00157","hmdb/HMDB07942.xml","741.530854925","
  ",""
"2228","C00157","hmdb/HMDB07943.xml","739.515204861","
  ",""
"2229","C00157","hmdb/HMDB07944.xml","775.609105245","
  ",""
"2230","C00157","hmdb/HMDB07945.xml","773.593455181","
  ",""
"2231","C00157","hmdb/HMDB07946.xml","771.577805117","
  ",""
"2232","C00157","hmdb/HMDB07947.xml","769.562155053","
  ",""
"2233","C00157","hmdb/HMDB07948.xml","769.562155053","
  ",""
"2234","C00157","hmdb/HMDB07949.xml","767.546504989","
  ",""
"2235","C00157","hmdb/HMDB07950.xml","767.546504989","
  ",""
"2236","C00157","hmdb/HMDB07951.xml","765.530854925","
  ",""
"2237","C00157","hmdb/HMDB07952.xml","801.624755309","
  ",""
"2238","C00157","hmdb/HMDB07953.xml","803.640405373","
  ",""
"2239","C00157","hmdb/HMDB07954.xml","799.609105245","
  ",""
"2240","C00157","hmdb/HMDB07955.xml","795.577805117","
  ",""
"2241","C00157","hmdb/HMDB07956.xml","793.562155053","
  ",""
"2242","C00157","hmdb/HMDB07957.xml","793.562155053","
  ",""
"2243","C00157","hmdb/HMDB07958.xml","791.546504989","
  ",""
"2244","C00157","hmdb/HMDB07959.xml","831.671705501","
  ",""
"2245","C00157","hmdb/HMDB07960.xml","829.656055437","
  ",""
"2246","C00157","hmdb/HMDB07961.xml","703.551590367","
  ",""
"2247","C00157","hmdb/HMDB07962.xml","731.582890495","
  ",""
"2248","C00157","hmdb/HMDB07963.xml","729.567240431","
  ",""
"2249","C00157","hmdb/HMDB07964.xml","729.567240431","
  ",""
"2250","C00157","hmdb/HMDB07965.xml","705.530854925","
  ",""
"2251","C00157","hmdb/HMDB07966.xml","703.515204861","
  ",""
"2252","C00157","hmdb/HMDB07967.xml","719.546504989","
  ",""
"2253","C00157","hmdb/HMDB07969.xml","731.546504989","Urine",""
"2254","C00157","hmdb/HMDB07970.xml","761.593455181","
  ",""
"2255","C00157","hmdb/HMDB07971.xml","759.577805117","Urine",""
"2256","C00157","hmdb/HMDB07972.xml","759.577805117","Urine",""
"2257","C00157","hmdb/HMDB07973.xml","757.562155053","Urine",""
"2258","C00157","hmdb/HMDB07974.xml","755.546504989","Urine",""
"2259","C00157","hmdb/HMDB07975.xml","755.546504989","Urine",""
"2260","C00157","hmdb/HMDB07976.xml","753.530854925","Urine",""
"2261","C00157","hmdb/HMDB07977.xml","789.624755309","
  ",""
"2262","C00157","hmdb/HMDB07978.xml","787.609105245","Urine",""
"2263","C00157","hmdb/HMDB07979.xml","785.593455181","Urine",""
"2264","C00157","hmdb/HMDB07980.xml","783.577805117","Urine",""
"2265","C00157","hmdb/HMDB07981.xml","783.577805117","Urine",""
"2266","C00157","hmdb/HMDB07982.xml","781.562155053","Urine",""
"2267","C00157","hmdb/HMDB07983.xml","781.562155053","Urine",""
"2268","C00157","hmdb/HMDB07984.xml","779.546504989","
  ",""
"2269","C00157","hmdb/HMDB07985.xml","817.656055437","
  ",""
"2270","C00157","hmdb/HMDB07986.xml","815.640405373","
  ",""
"2271","C00157","hmdb/HMDB07987.xml","813.624755309","
  ",""
"2272","C00157","hmdb/HMDB07988.xml","809.593455181","Urine",""
"2273","C00157","hmdb/HMDB07989.xml","807.577805117","Urine",""
"2274","C00157","hmdb/HMDB07990.xml","807.577805117","Urine",""
"2275","C00157","hmdb/HMDB07991.xml","805.562155053","Urine",""
"2276","C00157","hmdb/HMDB07992.xml","845.687355565","
  ",""
"2277","C00157","hmdb/HMDB07993.xml","843.671705501","
  ",""
"2278","C00157","hmdb/HMDB07994.xml","717.567240431","Urine",""
"2279","C00157","hmdb/HMDB07995.xml","745.598540559","
  ",""
"2280","C00157","hmdb/HMDB07996.xml","743.582890495","Urine",""
"2281","C00157","hmdb/HMDB07997.xml","743.582890495","Urine",""
"2282","C00157","hmdb/HMDB07998.xml","703.515204861","
  ",""
"2283","C00157","hmdb/HMDB07999.xml","701.499554797","Urine",""
"2284","C00157","hmdb/HMDB08000.xml","717.530854925","
  ",""
"2285","C00157","hmdb/HMDB08001.xml","731.546504989","Urine",""
"2286","C00157","hmdb/HMDB08002.xml","729.530854925","
  ",""
"2287","C00157","hmdb/HMDB08003.xml","759.577805117","Urine",""
"2288","C00157","hmdb/HMDB08004.xml","757.562155053","Urine",""
"2289","C00157","hmdb/HMDB08005.xml","757.562155053","Urine",""
"2290","C00157","hmdb/HMDB08006.xml","755.546504989","Urine",""
"2291","C00157","hmdb/HMDB08007.xml","753.530854925","Urine",""
"2292","C00157","hmdb/HMDB08008.xml","753.530854925","Urine",""
"2293","C00157","hmdb/HMDB08009.xml","751.515204861","
  ",""
"2294","C00157","hmdb/HMDB08010.xml","787.609105245","Urine",""
"2295","C00157","hmdb/HMDB08011.xml","785.593455181","Urine",""
"2296","C00157","hmdb/HMDB08012.xml","783.577805117","Urine",""
"2297","C00157","hmdb/HMDB08013.xml","781.562155053","Urine",""
"2298","C00157","hmdb/HMDB08014.xml","781.562155053","Urine",""
"2299","C00157","hmdb/HMDB08015.xml","779.546504989","
  ",""
"2300","C00157","hmdb/HMDB08016.xml","779.546504989","
  ",""
"2301","C00157","hmdb/HMDB08017.xml","777.530854925","Urine",""
"2302","C00157","hmdb/HMDB08018.xml","815.640405373","
  ",""
"2303","C00157","hmdb/HMDB08019.xml","813.624755309","
  ",""
"2304","C00157","hmdb/HMDB08020.xml","811.609105245","Urine",""
"2305","C00157","hmdb/HMDB08021.xml","807.577805117","Urine",""
"2306","C00157","hmdb/HMDB08022.xml","805.562155053","Urine",""
"2307","C00157","hmdb/HMDB08023.xml","803.546504989","
  ",""
"2308","C00157","hmdb/HMDB08024.xml","805.562155053","Urine",""
"2309","C00157","hmdb/HMDB08025.xml","843.671705501","
  ",""
"2310","C00157","hmdb/HMDB08026.xml","841.656055437","
  ",""
"2311","C00157","hmdb/HMDB08027.xml","715.551590367","Urine",""
"2312","C00157","hmdb/HMDB08028.xml","743.582890495","Urine",""
"2313","C00157","hmdb/HMDB08029.xml","741.567240431","Urine",""
"2314","C00157","hmdb/HMDB08030.xml","741.567240431","Urine",""
"2315","C00157","hmdb/HMDB08031.xml","733.562155053","Urine",""
"2316","C00157","hmdb/HMDB08032.xml","731.546504989","Urine",""
"2317","C00157","hmdb/HMDB08033.xml","747.577805117","
  ",""
"2318","C00157","hmdb/HMDB08034.xml","761.593455181","
  ",""
"2319","C00157","hmdb/HMDB08035.xml","759.577805117","Urine",""
"2320","C00157","hmdb/HMDB08036.xml","789.624755309","
  ",""
"2321","C00157","hmdb/HMDB08037.xml","787.609105245","Urine",""
"2322","C00157","hmdb/HMDB08038.xml","787.609105245","Urine",""
"2323","C00157","hmdb/HMDB08039.xml","785.593455181","Urine",""
"2324","C00157","hmdb/HMDB08040.xml","783.577805117","Urine",""
"2325","C00157","hmdb/HMDB08041.xml","783.577805117","Urine",""
"2326","C00157","hmdb/HMDB08042.xml","781.562155053","Urine",""
"2327","C00157","hmdb/HMDB08043.xml","817.656055437","
  ",""
"2328","C00157","hmdb/HMDB08044.xml","815.640405373","
  ",""
"2329","C00157","hmdb/HMDB08045.xml","813.624755309","
  ",""
"2330","C00157","hmdb/HMDB08046.xml","811.609105245","Urine",""
"2331","C00157","hmdb/HMDB08047.xml","811.609105245","Urine",""
"2332","C00157","hmdb/HMDB08048.xml","809.593455181","Urine",""
"2333","C00157","hmdb/HMDB08049.xml","809.593455181","Urine",""
"2334","C00157","hmdb/HMDB08050.xml","807.577805117","Urine",""
"2335","C00157","hmdb/HMDB08051.xml","845.687355565","
  ",""
"2336","C00157","hmdb/HMDB08052.xml","843.671705501","
  ",""
"2337","C00157","hmdb/HMDB08053.xml","841.656055437","
  ",""
"2338","C00157","hmdb/HMDB08054.xml","837.624755309","Urine",""
"2339","C00157","hmdb/HMDB08055.xml","835.609105245","
  ",""
"2340","C00157","hmdb/HMDB08056.xml","835.609105245","
  ",""
"2341","C00157","hmdb/HMDB08057.xml","833.593455181","
  ",""
"2342","C00157","hmdb/HMDB08058.xml","873.718655693","
  ",""
"2343","C00157","hmdb/HMDB08059.xml","871.703005629","
  ",""
"2344","C00157","hmdb/HMDB08060.xml","745.598540559","
  ",""
"2345","C00157","hmdb/HMDB08061.xml","773.629840687","
  ",""
"2346","C00157","hmdb/HMDB08062.xml","771.614190623","Urine",""
"2347","C00157","hmdb/HMDB08063.xml","771.614190623","Urine",""
"2348","C00157","hmdb/HMDB08064.xml","731.546504989","Urine",""
"2349","C00157","hmdb/HMDB08065.xml","729.530854925","
  ",""
"2350","C00157","hmdb/HMDB08066.xml","745.562155053","
  ",""
"2351","C00157","hmdb/HMDB08067.xml","759.577805117","Urine",""
"2352","C00157","hmdb/HMDB08068.xml","757.562155053","Urine",""
"2353","C00157","hmdb/HMDB08069.xml","787.609105245","Urine",""
"2354","C00157","hmdb/HMDB08070.xml","785.593455181","Urine",""
"2355","C00157","hmdb/HMDB08071.xml","785.593455181","Urine",""
"2356","C00157","hmdb/HMDB08072.xml","783.577805117","Urine",""
"2357","C00157","hmdb/HMDB08073.xml","781.562155053","Urine",""
"2358","C00157","hmdb/HMDB08074.xml","781.562155053","Urine",""
"2359","C00157","hmdb/HMDB08075.xml","779.546504989","
  ",""
"2360","C00157","hmdb/HMDB08076.xml","815.640405373","
  ",""
"2361","C00157","hmdb/HMDB08077.xml","813.624755309","
  ",""
"2362","C00157","hmdb/HMDB08078.xml","811.609105245","Urine",""
"2363","C00157","hmdb/HMDB08079.xml","809.593455181","Urine",""
"2364","C00157","hmdb/HMDB08080.xml","809.593455181","Urine",""
"2365","C00157","hmdb/HMDB08081.xml","807.577805117","Urine",""
"2366","C00157","hmdb/HMDB08082.xml","807.577805117","Urine",""
"2367","C00157","hmdb/HMDB08083.xml","805.562155053","Urine",""
"2368","C00157","hmdb/HMDB08084.xml","843.671705501","
  ",""
"2369","C00157","hmdb/HMDB08085.xml","841.656055437","
  ",""
"2370","C00157","hmdb/HMDB08086.xml","839.640405373","Urine",""
"2371","C00157","hmdb/HMDB08087.xml","835.609105245","
  ",""
"2372","C00157","hmdb/HMDB08088.xml","833.593455181","
  ",""
"2373","C00157","hmdb/HMDB08089.xml","833.593455181","
  ",""
"2374","C00157","hmdb/HMDB08090.xml","831.577805117","
  ",""
"2375","C00157","hmdb/HMDB08091.xml","871.703005629","
  ",""
"2376","C00157","hmdb/HMDB08092.xml","869.687355565","Urine",""
"2377","C00157","hmdb/HMDB08093.xml","743.582890495","Urine",""
"2378","C00157","hmdb/HMDB08094.xml","771.614190623","Urine",""
"2379","C00157","hmdb/HMDB08095.xml","769.598540559","Urine",""
"2380","C00157","hmdb/HMDB08096.xml","769.598540559","Urine",""
"2381","C00157","hmdb/HMDB08097.xml","731.546504989","Urine",""
"2382","C00157","hmdb/HMDB08098.xml","729.530854925","
  ",""
"2383","C00157","hmdb/HMDB08099.xml","745.562155053","
  ",""
"2384","C00157","hmdb/HMDB08100.xml","759.577805117","Urine",""
"2385","C00157","hmdb/HMDB08101.xml","757.562155053","Urine",""
"2386","C00157","hmdb/HMDB08102.xml","787.609105245","Urine",""
"2387","C00157","hmdb/HMDB08103.xml","785.593455181","Urine",""
"2388","C00157","hmdb/HMDB08105.xml","783.577805117","Urine",""
"2389","C00157","hmdb/HMDB08106.xml","781.562155053","Urine",""
"2390","C00157","hmdb/HMDB08107.xml","781.562155053","Urine",""
"2391","C00157","hmdb/HMDB08108.xml","779.546504989","
  ",""
"2392","C00157","hmdb/HMDB08109.xml","815.640405373","
  ",""
"2393","C00157","hmdb/HMDB08110.xml","813.624755309","
  ",""
"2394","C00157","hmdb/HMDB08111.xml","811.609105245","Urine",""
"2395","C00157","hmdb/HMDB08112.xml","809.593455181","Urine",""
"2396","C00157","hmdb/HMDB08113.xml","809.593455181","Urine",""
"2397","C00157","hmdb/HMDB08114.xml","807.577805117","Urine",""
"2398","C00157","hmdb/HMDB08115.xml","807.577805117","Urine",""
"2399","C00157","hmdb/HMDB08116.xml","805.562155053","Urine",""
"2400","C00157","hmdb/HMDB08117.xml","843.671705501","
  ",""
"2401","C00157","hmdb/HMDB08118.xml","841.656055437","
  ",""
"2402","C00157","hmdb/HMDB08119.xml","839.640405373","Urine",""
"2403","C00157","hmdb/HMDB08120.xml","835.609105245","
  ",""
"2404","C00157","hmdb/HMDB08121.xml","833.593455181","
  ",""
"2405","C00157","hmdb/HMDB08122.xml","833.593455181","
  ",""
"2406","C00157","hmdb/HMDB08123.xml","831.577805117","
  ",""
"2407","C00157","hmdb/HMDB08124.xml","871.703005629","
  ",""
"2408","C00157","hmdb/HMDB08125.xml","869.687355565","Urine",""
"2409","C00157","hmdb/HMDB08126.xml","743.582890495","Urine",""
"2410","C00157","hmdb/HMDB08127.xml","771.614190623","Urine",""
"2411","C00157","hmdb/HMDB08128.xml","769.598540559","Urine",""
"2412","C00157","hmdb/HMDB08129.xml","769.598540559","Urine",""
"2413","C00157","hmdb/HMDB08130.xml","729.530854925","
  ",""
"2414","C00157","hmdb/HMDB08131.xml","727.515204861","Urine",""
"2415","C00157","hmdb/HMDB08132.xml","743.546504989","
  ",""
"2416","C00157","hmdb/HMDB08133.xml","757.562155053","Urine",""
"2417","C00157","hmdb/HMDB08134.xml","755.546504989","Urine",""
"2418","C00157","hmdb/HMDB08135.xml","785.593455181","Urine",""
"2419","C00157","hmdb/HMDB08136.xml","783.577805117","Urine",""
"2420","C00157","hmdb/HMDB08137.xml","783.577805117","Urine",""
"2421","C00157","hmdb/HMDB08138.xml","781.562155053","Urine",""
"2422","C00157","hmdb/HMDB08139.xml","807.577805117","Urine",""
"2423","C00157","hmdb/HMDB08140.xml","779.546504989","
  ",""
"2424","C00157","hmdb/HMDB08141.xml","779.546504989","
  ",""
"2425","C00157","hmdb/HMDB08142.xml","777.530854925","Urine",""
"2426","C00157","hmdb/HMDB08143.xml","813.624755309","
  ",""
"2427","C00157","hmdb/HMDB08144.xml","811.609105245","Urine",""
"2428","C00157","hmdb/HMDB08145.xml","809.593455181","Urine",""
"2429","C00157","hmdb/HMDB08146.xml","807.577805117","Urine",""
"2430","C00157","hmdb/HMDB08147.xml","805.562155053","Urine",""
"2431","C00157","hmdb/HMDB08148.xml","805.562155053","Urine",""
"2432","C00157","hmdb/HMDB08149.xml","803.546504989","
  ",""
"2433","C00157","hmdb/HMDB08150.xml","841.656055437","
  ",""
"2434","C00157","hmdb/HMDB08151.xml","839.640405373","Urine",""
"2435","C00157","hmdb/HMDB08152.xml","837.624755309","
  ",""
"2436","C00157","hmdb/HMDB08153.xml","833.593455181","
  ",""
"2437","C00157","hmdb/HMDB08154.xml","831.577805117","
  ",""
"2438","C00157","hmdb/HMDB08155.xml","831.577805117","
  ",""
"2439","C00157","hmdb/HMDB08156.xml","829.562155053","
  ",""
"2440","C00157","hmdb/HMDB08157.xml","869.687355565","Urine",""
"2441","C00157","hmdb/HMDB08158.xml","867.671705501","
  ",""
"2442","C00157","hmdb/HMDB08159.xml","741.567240431","Urine",""
"2443","C00157","hmdb/HMDB08160.xml","769.598540559","Urine",""
"2444","C00157","hmdb/HMDB08161.xml","767.582890495","Urine",""
"2445","C00157","hmdb/HMDB08162.xml","767.582890495","Urine",""
"2446","C00157","hmdb/HMDB08163.xml","727.515204861","Urine",""
"2447","C00157","hmdb/HMDB08164.xml","725.499554797","
  ",""
"2448","C00157","hmdb/HMDB08165.xml","741.530854925","
  ",""
"2449","C00157","hmdb/HMDB08166.xml","755.546504989","Urine",""
"2450","C00157","hmdb/HMDB08167.xml","753.530854925","Urine",""
"2451","C00157","hmdb/HMDB08168.xml","783.577805117","Urine",""
"2452","C00157","hmdb/HMDB08169.xml","781.562155053","Urine",""
"2453","C00157","hmdb/HMDB08170.xml","781.562155053","Urine",""
"2454","C00157","hmdb/HMDB08171.xml","779.546504989","
  ",""
"2455","C00157","hmdb/HMDB08172.xml","777.530854925","Urine",""
"2456","C00157","hmdb/HMDB08173.xml","777.530854925","Urine",""
"2457","C00157","hmdb/HMDB08174.xml","775.515204861","
  ",""
"2458","C00157","hmdb/HMDB08175.xml","811.609105245","Urine",""
"2459","C00157","hmdb/HMDB08176.xml","809.593455181","Urine",""
"2460","C00157","hmdb/HMDB08177.xml","807.577805117","Urine",""
"2461","C00157","hmdb/HMDB08178.xml","805.562155053","Urine",""
"2462","C00157","hmdb/HMDB08179.xml","805.562155053","Urine",""
"2463","C00157","hmdb/HMDB08180.xml","803.546504989","
  ",""
"2464","C00157","hmdb/HMDB08181.xml","803.546504989","
  ",""
"2465","C00157","hmdb/HMDB08182.xml","801.530854925","
  ",""
"2466","C00157","hmdb/HMDB08183.xml","839.640405373","Urine",""
"2467","C00157","hmdb/HMDB08184.xml","837.624755309","
  ",""
"2468","C00157","hmdb/HMDB08185.xml","835.609105245","
  ",""
"2469","C00157","hmdb/HMDB08186.xml","831.577805117","
  ",""
"2470","C00157","hmdb/HMDB08187.xml","829.562155053","
  ",""
"2471","C00157","hmdb/HMDB08188.xml","829.562155053","
  ",""
"2472","C00157","hmdb/HMDB08189.xml","827.546504989","
  ",""
"2473","C00157","hmdb/HMDB08190.xml","867.671705501","
  ",""
"2474","C00157","hmdb/HMDB08191.xml","865.656055437","Urine",""
"2475","C00157","hmdb/HMDB08192.xml","739.551590367","Urine",""
"2476","C00157","hmdb/HMDB08193.xml","767.582890495","Urine",""
"2477","C00157","hmdb/HMDB08194.xml","765.567240431","Urine",""
"2478","C00157","hmdb/HMDB08195.xml","765.567240431","Urine",""
"2479","C00157","hmdb/HMDB08196.xml","727.515204861","Urine",""
"2480","C00157","hmdb/HMDB08197.xml","725.499554797","
  ",""
"2481","C00157","hmdb/HMDB08198.xml","741.530854925","
  ",""
"2482","C00157","hmdb/HMDB08199.xml","755.546504989","Urine",""
"2483","C00157","hmdb/HMDB08200.xml","753.530854925","Urine",""
"2484","C00157","hmdb/HMDB08201.xml","783.577805117","Urine",""
"2485","C00157","hmdb/HMDB08202.xml","781.562155053","Urine",""
"2486","C00157","hmdb/HMDB08203.xml","781.562155053","Urine",""
"2487","C00157","hmdb/HMDB08204.xml","779.546504989","
  ",""
"2488","C00157","hmdb/HMDB08205.xml","777.530854925","Urine",""
"2489","C00157","hmdb/HMDB08206.xml","777.530854925","Urine",""
"2490","C00157","hmdb/HMDB08207.xml","775.515204861","
  ",""
"2491","C00157","hmdb/HMDB08208.xml","811.609105245","Urine",""
"2492","C00157","hmdb/HMDB08209.xml","809.593455181","Urine",""
"2493","C00157","hmdb/HMDB08210.xml","807.577805117","Urine",""
"2494","C00157","hmdb/HMDB08211.xml","805.562155053","Urine",""
"2495","C00157","hmdb/HMDB08212.xml","805.562155053","Urine",""
"2496","C00157","hmdb/HMDB08213.xml","803.546504989","
  ",""
"2497","C00157","hmdb/HMDB08214.xml","803.546504989","
  ",""
"2498","C00157","hmdb/HMDB08215.xml","801.530854925","
  ",""
"2499","C00157","hmdb/HMDB08216.xml","839.640405373","Urine",""
"2500","C00157","hmdb/HMDB08217.xml","837.624755309","
  ",""
"2501","C00157","hmdb/HMDB08218.xml","835.609105245","
  ",""
"2502","C00157","hmdb/HMDB08219.xml","831.577805117","
  ",""
"2503","C00157","hmdb/HMDB08220.xml","829.562155053","
  ",""
"2504","C00157","hmdb/HMDB08221.xml","829.562155053","
  ",""
"2505","C00157","hmdb/HMDB08222.xml","827.546504989","
  ",""
"2506","C00157","hmdb/HMDB08223.xml","867.671705501","
  ",""
"2507","C00157","hmdb/HMDB08224.xml","865.656055437","Urine",""
"2508","C00157","hmdb/HMDB08225.xml","739.551590367","Urine",""
"2509","C00157","hmdb/HMDB08226.xml","767.582890495","Urine",""
"2510","C00157","hmdb/HMDB08227.xml","765.567240431","Urine",""
"2511","C00157","hmdb/HMDB08228.xml","765.567240431","Urine",""
"2512","C00157","hmdb/HMDB08229.xml","725.499554797","
  ",""
"2513","C00157","hmdb/HMDB08230.xml","723.483904733","
  ",""
"2514","C00157","hmdb/HMDB08231.xml","739.515204861","
  ",""
"2515","C00157","hmdb/HMDB08232.xml","753.530854925","Urine",""
"2516","C00157","hmdb/HMDB08233.xml","751.515204861","
  ",""
"2517","C00157","hmdb/HMDB08234.xml","781.562155053","Urine",""
"2518","C00157","hmdb/HMDB08235.xml","779.546504989","
  ",""
"2519","C00157","hmdb/HMDB08236.xml","779.546504989","
  ",""
"2520","C00157","hmdb/HMDB08237.xml","777.530854925","Urine",""
"2521","C00157","hmdb/HMDB08238.xml","775.515204861","
  ",""
"2522","C00157","hmdb/HMDB08239.xml","775.515204861","
  ",""
"2523","C00157","hmdb/HMDB08240.xml","773.499554797","
  ",""
"2524","C00157","hmdb/HMDB08241.xml","809.593455181","Urine",""
"2525","C00157","hmdb/HMDB08242.xml","807.577805117","Urine",""
"2526","C00157","hmdb/HMDB08243.xml","805.562155053","Urine",""
"2527","C00157","hmdb/HMDB08244.xml","803.546504989","
  ",""
"2528","C00157","hmdb/HMDB08245.xml","803.546504989","
  ",""
"2529","C00157","hmdb/HMDB08246.xml","801.530854925","
  ",""
"2530","C00157","hmdb/HMDB08247.xml","801.530854925","
  ",""
"2531","C00157","hmdb/HMDB08248.xml","799.515204861","
  ",""
"2532","C00157","hmdb/HMDB08249.xml","837.624755309","
  ",""
"2533","C00157","hmdb/HMDB08250.xml","835.609105245","
  ",""
"2534","C00157","hmdb/HMDB08251.xml","833.593455181","
  ",""
"2535","C00157","hmdb/HMDB08252.xml","829.562155053","
  ",""
"2536","C00157","hmdb/HMDB08253.xml","827.546504989","
  ",""
"2537","C00157","hmdb/HMDB08254.xml","827.546504989","
  ",""
"2538","C00157","hmdb/HMDB08255.xml","825.530854925","
  ",""
"2539","C00157","hmdb/HMDB08256.xml","865.656055437","Urine",""
"2540","C00157","hmdb/HMDB08257.xml","863.640405373","Urine",""
"2541","C00157","hmdb/HMDB08258.xml","737.535940303","Urine",""
"2542","C00157","hmdb/HMDB08259.xml","765.567240431","Urine",""
"2543","C00157","hmdb/HMDB08260.xml","763.551590367","
  ",""
"2544","C00157","hmdb/HMDB08261.xml","763.551590367","
  ",""
"2545","C00157","hmdb/HMDB08262.xml","761.593455181","
  ",""
"2546","C00157","hmdb/HMDB08263.xml","759.577805117","Urine",""
"2547","C00157","hmdb/HMDB08264.xml","775.609105245","
  ",""
"2548","C00157","hmdb/HMDB08265.xml","789.624755309","
  ",""
"2549","C00157","hmdb/HMDB08266.xml","787.609105245","Urine",""
"2550","C00157","hmdb/HMDB08267.xml","817.656055437","
  ",""
"2551","C00157","hmdb/HMDB08268.xml","815.640405373","
  ",""
"2552","C00157","hmdb/HMDB08269.xml","815.640405373","
  ",""
